номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 13:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-30 13:00:00,2410,-50
2025-06-30 13:05:00,2480,-57
2025-06-30 13:10:00,2445,-73
2025-06-30 13:15:00,2460,-41
2025-06-30 13:20:00,2490,-49
2025-06-30 13:25:00,2445,-35
2025-06-30 13:30:00,2455,-38
2025-06-30 13:35:00,2460,-68
2025-06-30 13:40:00,2400,-44
2025-06-30 13:45:00,2440,-64
2025-06-30 13:50:00,2495,-40
2025-06-30 13:55:00,2500,-62
2025-06-30 14:00:00,2405,-50
2025-06-30 14:05:00,2475,-45
2025-06-30 14:10:00,2495,-71
2025-06-30 14:15:00,2415,-65
2025-06-30 14:20:00,2425,-69
2025-06-30 14:25:00,2415,-56
2025-06-30 14:30:00,2460,-49
2025-06-30 14:35:00,2490,-50
2025-06-30 14:40:00,2420,-68
2025-06-30 14:45:00,2450,-70
2025-06-30 14:50:00,2490,-38
2025-06-30 14:55:00,2455,-58
