номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 22:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-25 22:00:00,2420,-68
2025-06-25 22:05:00,2420,-57
2025-06-25 22:10:00,2455,-38
2025-06-25 22:15:00,2470,-71
2025-06-25 22:20:00,2485,-64
2025-06-25 22:25:00,2450,-60
2025-06-25 22:30:00,2410,-63
2025-06-25 22:35:00,2445,-51
2025-06-25 22:40:00,2410,-51
2025-06-25 22:45:00,2445,-38
2025-06-25 22:50:00,2480,-52
2025-06-25 22:55:00,2435,-67
2025-06-25 23:00:00,2405,-35
2025-06-25 23:05:00,2400,-65
2025-06-25 23:10:00,2430,-35
2025-06-25 23:15:00,2455,-60
2025-06-25 23:20:00,2470,-56
2025-06-25 23:25:00,2410,-73
2025-06-25 23:30:00,2485,-67
2025-06-25 23:35:00,2410,-68
2025-06-25 23:40:00,2415,-41
2025-06-25 23:45:00,2500,-59
2025-06-25 23:50:00,2465,-37
2025-06-25 23:55:00,2490,-51
