номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 20:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-02 20:30:00,2400,-59
2025-07-02 20:35:00,2415,-66
2025-07-02 20:40:00,2400,-42
2025-07-02 20:45:00,2430,-50
2025-07-02 20:50:00,2435,-67
2025-07-02 20:55:00,2500,-51
2025-07-02 21:00:00,2500,-64
2025-07-02 21:05:00,2405,-45
2025-07-02 21:10:00,2490,-37
2025-07-02 21:15:00,2475,-55
2025-07-02 21:20:00,2475,-53
2025-07-02 21:25:00,2490,-45
2025-07-02 21:30:00,2450,-42
2025-07-02 21:35:00,2495,-66
2025-07-02 21:40:00,2425,-50
2025-07-02 21:45:00,2465,-73
2025-07-02 21:50:00,2475,-46
2025-07-02 21:55:00,2480,-51
2025-07-02 22:00:00,2445,-75
2025-07-02 22:05:00,2495,-75
2025-07-02 22:10:00,2480,-39
2025-07-02 22:15:00,2410,-49
2025-07-02 22:20:00,2480,-50
2025-07-02 22:25:00,2485,-37
