номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 15:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-25 15:00:00,2510,-50
2025-06-25 15:05:00,2515,-51
2025-06-25 15:10:00,2500,-70
2025-06-25 15:15:00,2540,-57
2025-06-25 15:20:00,2535,-68
2025-06-25 15:25:00,2575,-47
2025-06-25 15:30:00,2515,-58
2025-06-25 15:35:00,2575,-41
2025-06-25 15:40:00,2510,-66
2025-06-25 15:45:00,2575,-74
2025-06-25 15:50:00,2500,-52
2025-06-25 15:55:00,2525,-56
2025-06-25 16:00:00,2590,-68
2025-06-25 16:05:00,2510,-49
2025-06-25 16:10:00,2545,-68
2025-06-25 16:15:00,2500,-52
2025-06-25 16:20:00,2535,-50
2025-06-25 16:25:00,2500,-58
2025-06-25 16:30:00,2505,-46
2025-06-25 16:35:00,2550,-42
2025-06-25 16:40:00,2600,-50
2025-06-25 16:45:00,2560,-64
2025-06-25 16:50:00,2560,-63
2025-06-25 16:55:00,2515,-60
