номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 05:50:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-01 05:50:00,2535,-67
2025-07-01 05:55:00,2540,-64
2025-07-01 06:00:00,2595,-67
2025-07-01 06:05:00,2595,-42
2025-07-01 06:10:00,2565,-73
2025-07-01 06:15:00,2520,-52
2025-07-01 06:20:00,2565,-46
2025-07-01 06:25:00,2515,-58
2025-07-01 06:30:00,2575,-69
2025-07-01 06:35:00,2580,-37
2025-07-01 06:40:00,2515,-62
2025-07-01 06:45:00,2515,-42
2025-07-01 06:50:00,2570,-61
2025-07-01 06:55:00,2515,-64
2025-07-01 07:00:00,2570,-51
2025-07-01 07:05:00,2600,-55
2025-07-01 07:10:00,2595,-42
2025-07-01 07:15:00,2580,-69
2025-07-01 07:20:00,2580,-45
2025-07-01 07:25:00,2545,-58
2025-07-01 07:30:00,2560,-49
2025-07-01 07:35:00,2570,-54
2025-07-01 07:40:00,2555,-38
2025-07-01 07:45:00,2580,-53
