номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 12:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-25 12:30:00,2450,-51
2025-06-25 12:35:00,2465,-66
2025-06-25 12:40:00,2445,-50
2025-06-25 12:45:00,2500,-35
2025-06-25 12:50:00,2420,-54
2025-06-25 12:55:00,2400,-37
2025-06-25 13:00:00,2480,-53
2025-06-25 13:05:00,2430,-60
2025-06-25 13:10:00,2475,-40
2025-06-25 13:15:00,2440,-63
2025-06-25 13:20:00,2455,-61
2025-06-25 13:25:00,2445,-59
2025-06-25 13:30:00,2500,-44
2025-06-25 13:35:00,2405,-53
2025-06-25 13:40:00,2490,-62
2025-06-25 13:45:00,2470,-37
2025-06-25 13:50:00,2485,-51
2025-06-25 13:55:00,2480,-43
2025-06-25 14:00:00,2450,-65
2025-06-25 14:05:00,2465,-49
2025-06-25 14:10:00,2435,-59
2025-06-25 14:15:00,2425,-44
2025-06-25 14:20:00,2405,-36
2025-06-25 14:25:00,2400,-48
