номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 19:00:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-27 19:00:00,2565,-73
2025-06-27 19:05:00,2520,-74
2025-06-27 19:10:00,2515,-71
2025-06-27 19:15:00,2560,-73
2025-06-27 19:20:00,2515,-58
2025-06-27 19:25:00,2570,-64
2025-06-27 19:30:00,2595,-49
2025-06-27 19:35:00,2530,-68
2025-06-27 19:40:00,2595,-57
2025-06-27 19:45:00,2540,-61
2025-06-27 19:50:00,2510,-53
2025-06-27 19:55:00,2560,-67
2025-06-27 20:00:00,2525,-57
2025-06-27 20:05:00,2590,-41
2025-06-27 20:10:00,2575,-58
2025-06-27 20:15:00,2555,-62
2025-06-27 20:20:00,2575,-53
2025-06-27 20:25:00,2555,-64
2025-06-27 20:30:00,2575,-39
2025-06-27 20:35:00,2520,-49
2025-06-27 20:40:00,2525,-64
2025-06-27 20:45:00,2600,-43
2025-06-27 20:50:00,2585,-54
2025-06-27 20:55:00,2565,-69
