номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 03:10:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-27 03:10:00,2505,-58
2025-06-27 03:15:00,2575,-36
2025-06-27 03:20:00,2585,-39
2025-06-27 03:25:00,2570,-69
2025-06-27 03:30:00,2530,-68
2025-06-27 03:35:00,2555,-50
2025-06-27 03:40:00,2590,-37
2025-06-27 03:45:00,2580,-44
2025-06-27 03:50:00,2500,-51
2025-06-27 03:55:00,2545,-43
2025-06-27 04:00:00,2600,-71
2025-06-27 04:05:00,2555,-51
2025-06-27 04:10:00,2580,-61
2025-06-27 04:15:00,2500,-70
2025-06-27 04:20:00,2530,-74
2025-06-27 04:25:00,2530,-71
2025-06-27 04:30:00,2590,-45
2025-06-27 04:35:00,2545,-38
2025-06-27 04:40:00,2535,-51
2025-06-27 04:45:00,2515,-69
2025-06-27 04:50:00,2520,-39
2025-06-27 04:55:00,2500,-37
2025-06-27 05:00:00,2560,-54
2025-06-27 05:05:00,2510,-38
