номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 12:40:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-02 12:40:00,2590,-35
2025-07-02 12:45:00,2550,-53
2025-07-02 12:50:00,2595,-45
2025-07-02 12:55:00,2550,-50
2025-07-02 13:00:00,2550,-54
2025-07-02 13:05:00,2545,-70
2025-07-02 13:10:00,2590,-63
2025-07-02 13:15:00,2500,-37
2025-07-02 13:20:00,2525,-54
2025-07-02 13:25:00,2595,-49
2025-07-02 13:30:00,2530,-36
2025-07-02 13:35:00,2510,-39
2025-07-02 13:40:00,2560,-55
2025-07-02 13:45:00,2515,-58
2025-07-02 13:50:00,2565,-63
2025-07-02 13:55:00,2525,-41
2025-07-02 14:00:00,2570,-63
2025-07-02 14:05:00,2530,-57
2025-07-02 14:10:00,2550,-51
2025-07-02 14:15:00,2560,-53
2025-07-02 14:20:00,2580,-71
2025-07-02 14:25:00,2515,-72
2025-07-02 14:30:00,2535,-72
2025-07-02 14:35:00,2590,-55
