номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 10:30:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 10:30:00,2690,-70
2025-07-01 10:35:00,2670,-72
2025-07-01 10:40:00,2610,-71
2025-07-01 10:45:00,2630,-41
2025-07-01 10:50:00,2630,-45
2025-07-01 10:55:00,2625,-45
2025-07-01 11:00:00,2615,-38
2025-07-01 11:05:00,2650,-56
2025-07-01 11:10:00,2630,-46
2025-07-01 11:15:00,2655,-56
2025-07-01 11:20:00,2700,-61
2025-07-01 11:25:00,2675,-62
2025-07-01 11:30:00,2675,-37
2025-07-01 11:35:00,2615,-40
2025-07-01 11:40:00,2600,-55
2025-07-01 11:45:00,2645,-35
2025-07-01 11:50:00,2600,-47
2025-07-01 11:55:00,2650,-45
2025-07-01 12:00:00,2600,-42
2025-07-01 12:05:00,2630,-38
2025-07-01 12:10:00,2680,-61
2025-07-01 12:15:00,2610,-69
2025-07-01 12:20:00,2635,-48
2025-07-01 12:25:00,2610,-35
