номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 22:30:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-01 22:30:00,2455,-70
2025-07-01 22:35:00,2410,-62
2025-07-01 22:40:00,2400,-75
2025-07-01 22:45:00,2430,-74
2025-07-01 22:50:00,2465,-44
2025-07-01 22:55:00,2445,-40
2025-07-01 23:00:00,2420,-75
2025-07-01 23:05:00,2425,-41
2025-07-01 23:10:00,2445,-54
2025-07-01 23:15:00,2435,-55
2025-07-01 23:20:00,2435,-69
2025-07-01 23:25:00,2500,-57
2025-07-01 23:30:00,2400,-65
2025-07-01 23:35:00,2400,-48
2025-07-01 23:40:00,2440,-61
2025-07-01 23:45:00,2440,-63
2025-07-01 23:50:00,2490,-60
2025-07-01 23:55:00,2400,-48
2025-07-02 00:00:00,2445,-64
2025-07-02 00:05:00,2455,-73
2025-07-02 00:10:00,2485,-61
2025-07-02 00:15:00,2440,-60
2025-07-02 00:20:00,2425,-43
2025-07-02 00:25:00,2440,-69
