номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 00:20:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-04 00:20:00,2425,-59
2025-07-04 00:25:00,2440,-52
2025-07-04 00:30:00,2415,-73
2025-07-04 00:35:00,2465,-73
2025-07-04 00:40:00,2470,-62
2025-07-04 00:45:00,2500,-40
2025-07-04 00:50:00,2445,-37
2025-07-04 00:55:00,2410,-43
2025-07-04 01:00:00,2445,-45
2025-07-04 01:05:00,2420,-57
2025-07-04 01:10:00,2480,-45
2025-07-04 01:15:00,2435,-37
2025-07-04 01:20:00,2400,-48
2025-07-04 01:25:00,2475,-63
2025-07-04 01:30:00,2400,-43
2025-07-04 01:35:00,2460,-62
2025-07-04 01:40:00,2455,-41
2025-07-04 01:45:00,2480,-37
2025-07-04 01:50:00,2490,-44
2025-07-04 01:55:00,2405,-63
2025-07-04 02:00:00,2485,-39
2025-07-04 02:05:00,2495,-67
2025-07-04 02:10:00,2450,-38
2025-07-04 02:15:00,2475,-59
