номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 16:30:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-07-03 16:30:00,2565,-35
2025-07-03 16:35:00,2500,-46
2025-07-03 16:40:00,2515,-72
2025-07-03 16:45:00,2580,-70
2025-07-03 16:50:00,2530,-68
2025-07-03 16:55:00,2535,-42
2025-07-03 17:00:00,2550,-54
2025-07-03 17:05:00,2570,-71
2025-07-03 17:10:00,2540,-45
2025-07-03 17:15:00,2525,-47
2025-07-03 17:20:00,2535,-47
2025-07-03 17:25:00,2540,-51
2025-07-03 17:30:00,2510,-45
2025-07-03 17:35:00,2590,-38
2025-07-03 17:40:00,2510,-70
2025-07-03 17:45:00,2520,-39
2025-07-03 17:50:00,2570,-58
2025-07-03 17:55:00,2590,-72
2025-07-03 18:00:00,2580,-49
2025-07-03 18:05:00,2575,-70
2025-07-03 18:10:00,2525,-73
2025-07-03 18:15:00,2575,-37
2025-07-03 18:20:00,2505,-43
2025-07-03 18:25:00,2565,-46
