номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 19:30:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-03 19:30:00,2675,-48
2025-07-03 19:35:00,2635,-48
2025-07-03 19:40:00,2635,-52
2025-07-03 19:45:00,2690,-47
2025-07-03 19:50:00,2630,-51
2025-07-03 19:55:00,2630,-54
2025-07-03 20:00:00,2695,-49
2025-07-03 20:05:00,2695,-52
2025-07-03 20:10:00,2610,-35
2025-07-03 20:15:00,2670,-44
2025-07-03 20:20:00,2635,-35
2025-07-03 20:25:00,2675,-61
2025-07-03 20:30:00,2645,-71
2025-07-03 20:35:00,2615,-71
2025-07-03 20:40:00,2695,-35
2025-07-03 20:45:00,2650,-59
2025-07-03 20:50:00,2675,-37
2025-07-03 20:55:00,2700,-59
2025-07-03 21:00:00,2655,-62
2025-07-03 21:05:00,2665,-62
2025-07-03 21:10:00,2610,-63
2025-07-03 21:15:00,2610,-39
2025-07-03 21:20:00,2670,-57
2025-07-03 21:25:00,2625,-59
