номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 12:50:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-30 12:50:00,2640,-67
2025-06-30 12:55:00,2690,-49
2025-06-30 13:00:00,2600,-54
2025-06-30 13:05:00,2630,-73
2025-06-30 13:10:00,2620,-58
2025-06-30 13:15:00,2600,-48
2025-06-30 13:20:00,2665,-53
2025-06-30 13:25:00,2635,-65
2025-06-30 13:30:00,2640,-52
2025-06-30 13:35:00,2610,-64
2025-06-30 13:40:00,2665,-56
2025-06-30 13:45:00,2690,-54
2025-06-30 13:50:00,2630,-65
2025-06-30 13:55:00,2610,-48
2025-06-30 14:00:00,2665,-70
2025-06-30 14:05:00,2600,-38
2025-06-30 14:10:00,2695,-66
2025-06-30 14:15:00,2690,-66
2025-06-30 14:20:00,2655,-72
2025-06-30 14:25:00,2660,-54
2025-06-30 14:30:00,2645,-44
2025-06-30 14:35:00,2680,-55
2025-06-30 14:40:00,2670,-40
2025-06-30 14:45:00,2640,-66
