номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 02:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-29 02:00:00,2655,-45
2025-06-29 02:05:00,2650,-65
2025-06-29 02:10:00,2650,-55
2025-06-29 02:15:00,2700,-69
2025-06-29 02:20:00,2675,-40
2025-06-29 02:25:00,2620,-40
2025-06-29 02:30:00,2630,-72
2025-06-29 02:35:00,2700,-62
2025-06-29 02:40:00,2605,-65
2025-06-29 02:45:00,2640,-35
2025-06-29 02:50:00,2695,-70
2025-06-29 02:55:00,2625,-51
2025-06-29 03:00:00,2600,-62
2025-06-29 03:05:00,2615,-44
2025-06-29 03:10:00,2640,-44
2025-06-29 03:15:00,2700,-62
2025-06-29 03:20:00,2695,-40
2025-06-29 03:25:00,2675,-65
2025-06-29 03:30:00,2695,-50
2025-06-29 03:35:00,2680,-60
2025-06-29 03:40:00,2680,-52
2025-06-29 03:45:00,2675,-70
2025-06-29 03:50:00,2615,-70
2025-06-29 03:55:00,2645,-45
