номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-30 10:10:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-30 10:10:00,2570,-67
2025-06-30 10:15:00,2535,-56
2025-06-30 10:20:00,2575,-49
2025-06-30 10:25:00,2580,-70
2025-06-30 10:30:00,2515,-39
2025-06-30 10:35:00,2580,-67
2025-06-30 10:40:00,2550,-49
2025-06-30 10:45:00,2510,-69
2025-06-30 10:50:00,2545,-73
2025-06-30 10:55:00,2535,-74
2025-06-30 11:00:00,2545,-61
2025-06-30 11:05:00,2510,-48
2025-06-30 11:10:00,2555,-70
2025-06-30 11:15:00,2600,-57
2025-06-30 11:20:00,2510,-44
2025-06-30 11:25:00,2580,-36
2025-06-30 11:30:00,2550,-40
2025-06-30 11:35:00,2520,-61
2025-06-30 11:40:00,2520,-70
2025-06-30 11:45:00,2520,-72
2025-06-30 11:50:00,2530,-69
2025-06-30 11:55:00,2570,-45
2025-06-30 12:00:00,2575,-40
2025-06-30 12:05:00,2540,-46
