номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 15:20:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 15:20:00,2695,-48
2025-07-01 15:25:00,2655,-66
2025-07-01 15:30:00,2620,-65
2025-07-01 15:35:00,2650,-71
2025-07-01 15:40:00,2655,-73
2025-07-01 15:45:00,2605,-48
2025-07-01 15:50:00,2600,-43
2025-07-01 15:55:00,2625,-66
2025-07-01 16:00:00,2660,-56
2025-07-01 16:05:00,2600,-65
2025-07-01 16:10:00,2660,-38
2025-07-01 16:15:00,2605,-55
2025-07-01 16:20:00,2675,-65
2025-07-01 16:25:00,2605,-66
2025-07-01 16:30:00,2600,-71
2025-07-01 16:35:00,2625,-70
2025-07-01 16:40:00,2655,-64
2025-07-01 16:45:00,2670,-62
2025-07-01 16:50:00,2635,-49
2025-07-01 16:55:00,2665,-54
2025-07-01 17:00:00,2650,-71
2025-07-01 17:05:00,2655,-72
2025-07-01 17:10:00,2685,-35
2025-07-01 17:15:00,2630,-74
