номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 14:20:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 14:20:00,2465,-51
2025-06-29 14:25:00,2440,-39
2025-06-29 14:30:00,2435,-62
2025-06-29 14:35:00,2430,-74
2025-06-29 14:40:00,2500,-37
2025-06-29 14:45:00,2495,-65
2025-06-29 14:50:00,2440,-60
2025-06-29 14:55:00,2450,-73
2025-06-29 15:00:00,2415,-67
2025-06-29 15:05:00,2425,-53
2025-06-29 15:10:00,2490,-38
2025-06-29 15:15:00,2500,-59
2025-06-29 15:20:00,2430,-55
2025-06-29 15:25:00,2455,-58
2025-06-29 15:30:00,2400,-64
2025-06-29 15:35:00,2425,-58
2025-06-29 15:40:00,2445,-65
2025-06-29 15:45:00,2490,-47
2025-06-29 15:50:00,2400,-54
2025-06-29 15:55:00,2450,-56
2025-06-29 16:00:00,2495,-56
2025-06-29 16:05:00,2405,-74
2025-06-29 16:10:00,2485,-40
2025-06-29 16:15:00,2415,-58
