номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 22:50:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 22:50:00,2400,-56
2025-06-29 22:55:00,2475,-44
2025-06-29 23:00:00,2460,-37
2025-06-29 23:05:00,2435,-51
2025-06-29 23:10:00,2445,-38
2025-06-29 23:15:00,2405,-43
2025-06-29 23:20:00,2470,-35
2025-06-29 23:25:00,2490,-43
2025-06-29 23:30:00,2430,-37
2025-06-29 23:35:00,2500,-41
2025-06-29 23:40:00,2470,-69
2025-06-29 23:45:00,2450,-51
2025-06-29 23:50:00,2415,-35
2025-06-29 23:55:00,2405,-71
2025-06-30 00:00:00,2465,-46
2025-06-30 00:05:00,2410,-50
2025-06-30 00:10:00,2475,-39
2025-06-30 00:15:00,2410,-57
2025-06-30 00:20:00,2435,-48
2025-06-30 00:25:00,2400,-65
2025-06-30 00:30:00,2425,-64
2025-06-30 00:35:00,2445,-62
2025-06-30 00:40:00,2480,-42
2025-06-30 00:45:00,2405,-44
