номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 22:50:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-25 22:50:00,2455,-68
2025-06-25 22:55:00,2475,-58
2025-06-25 23:00:00,2435,-45
2025-06-25 23:05:00,2400,-68
2025-06-25 23:10:00,2445,-38
2025-06-25 23:15:00,2500,-37
2025-06-25 23:20:00,2500,-48
2025-06-25 23:25:00,2490,-43
2025-06-25 23:30:00,2425,-60
2025-06-25 23:35:00,2485,-49
2025-06-25 23:40:00,2455,-49
2025-06-25 23:45:00,2400,-68
2025-06-25 23:50:00,2410,-62
2025-06-25 23:55:00,2435,-40
2025-06-26 00:00:00,2425,-45
2025-06-26 00:05:00,2465,-51
2025-06-26 00:10:00,2465,-72
2025-06-26 00:15:00,2440,-71
2025-06-26 00:20:00,2450,-42
2025-06-26 00:25:00,2445,-40
2025-06-26 00:30:00,2470,-36
2025-06-26 00:35:00,2465,-64
2025-06-26 00:40:00,2495,-49
2025-06-26 00:45:00,2410,-64
