номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-28 10:00:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-28 10:00:00,2460,-65
2025-06-28 10:05:00,2465,-43
2025-06-28 10:10:00,2445,-61
2025-06-28 10:15:00,2475,-44
2025-06-28 10:20:00,2415,-75
2025-06-28 10:25:00,2410,-42
2025-06-28 10:30:00,2450,-67
2025-06-28 10:35:00,2455,-60
2025-06-28 10:40:00,2435,-48
2025-06-28 10:45:00,2400,-41
2025-06-28 10:50:00,2415,-37
2025-06-28 10:55:00,2475,-71
2025-06-28 11:00:00,2490,-55
2025-06-28 11:05:00,2425,-69
2025-06-28 11:10:00,2435,-55
2025-06-28 11:15:00,2460,-67
2025-06-28 11:20:00,2470,-49
2025-06-28 11:25:00,2405,-46
2025-06-28 11:30:00,2420,-71
2025-06-28 11:35:00,2470,-69
2025-06-28 11:40:00,2405,-46
2025-06-28 11:45:00,2405,-70
2025-06-28 11:50:00,2435,-71
2025-06-28 11:55:00,2415,-36
