номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 00:30:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-26 00:30:00,2620,-39
2025-06-26 00:35:00,2610,-66
2025-06-26 00:40:00,2645,-56
2025-06-26 00:45:00,2685,-63
2025-06-26 00:50:00,2665,-50
2025-06-26 00:55:00,2615,-48
2025-06-26 01:00:00,2670,-52
2025-06-26 01:05:00,2690,-74
2025-06-26 01:10:00,2640,-67
2025-06-26 01:15:00,2665,-38
2025-06-26 01:20:00,2630,-74
2025-06-26 01:25:00,2645,-68
2025-06-26 01:30:00,2680,-50
2025-06-26 01:35:00,2695,-75
2025-06-26 01:40:00,2650,-74
2025-06-26 01:45:00,2610,-60
2025-06-26 01:50:00,2600,-75
2025-06-26 01:55:00,2665,-58
2025-06-26 02:00:00,2635,-52
2025-06-26 02:05:00,2610,-35
2025-06-26 02:10:00,2695,-47
2025-06-26 02:15:00,2685,-61
2025-06-26 02:20:00,2665,-50
2025-06-26 02:25:00,2650,-45
