номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-25 15:40:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-25 15:40:00,2685,-48
2025-06-25 15:45:00,2605,-46
2025-06-25 15:50:00,2625,-55
2025-06-25 15:55:00,2670,-54
2025-06-25 16:00:00,2665,-72
2025-06-25 16:05:00,2635,-64
2025-06-25 16:10:00,2640,-46
2025-06-25 16:15:00,2685,-51
2025-06-25 16:20:00,2610,-40
2025-06-25 16:25:00,2635,-44
2025-06-25 16:30:00,2625,-57
2025-06-25 16:35:00,2690,-68
2025-06-25 16:40:00,2600,-35
2025-06-25 16:45:00,2695,-74
2025-06-25 16:50:00,2610,-50
2025-06-25 16:55:00,2600,-38
2025-06-25 17:00:00,2680,-37
2025-06-25 17:05:00,2645,-62
2025-06-25 17:10:00,2690,-61
2025-06-25 17:15:00,2660,-47
2025-06-25 17:20:00,2615,-37
2025-06-25 17:25:00,2685,-51
2025-06-25 17:30:00,2675,-67
2025-06-25 17:35:00,2620,-74
