номер поста,202
частота анализа,2500 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 02:30:00

Результаты анализа поста 202
Время,Частота,Мощность
2025-06-26 02:30:00,2575,-47
2025-06-26 02:35:00,2565,-40
2025-06-26 02:40:00,2515,-48
2025-06-26 02:45:00,2505,-74
2025-06-26 02:50:00,2510,-40
2025-06-26 02:55:00,2550,-38
2025-06-26 03:00:00,2595,-68
2025-06-26 03:05:00,2530,-64
2025-06-26 03:10:00,2520,-61
2025-06-26 03:15:00,2580,-64
2025-06-26 03:20:00,2535,-39
2025-06-26 03:25:00,2500,-70
2025-06-26 03:30:00,2535,-61
2025-06-26 03:35:00,2570,-65
2025-06-26 03:40:00,2520,-43
2025-06-26 03:45:00,2540,-37
2025-06-26 03:50:00,2540,-68
2025-06-26 03:55:00,2585,-54
2025-06-26 04:00:00,2565,-58
2025-06-26 04:05:00,2585,-42
2025-06-26 04:10:00,2590,-70
2025-06-26 04:15:00,2525,-67
2025-06-26 04:20:00,2525,-39
2025-06-26 04:25:00,2500,-47
