номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 17:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-03 17:10:00,2450,-61
2025-07-03 17:15:00,2470,-72
2025-07-03 17:20:00,2435,-36
2025-07-03 17:25:00,2430,-45
2025-07-03 17:30:00,2490,-48
2025-07-03 17:35:00,2475,-63
2025-07-03 17:40:00,2450,-58
2025-07-03 17:45:00,2445,-49
2025-07-03 17:50:00,2405,-40
2025-07-03 17:55:00,2420,-75
2025-07-03 18:00:00,2420,-59
2025-07-03 18:05:00,2425,-63
2025-07-03 18:10:00,2410,-63
2025-07-03 18:15:00,2440,-45
2025-07-03 18:20:00,2430,-55
2025-07-03 18:25:00,2475,-70
2025-07-03 18:30:00,2405,-53
2025-07-03 18:35:00,2495,-75
2025-07-03 18:40:00,2430,-54
2025-07-03 18:45:00,2400,-72
2025-07-03 18:50:00,2485,-60
2025-07-03 18:55:00,2425,-57
2025-07-03 19:00:00,2460,-55
2025-07-03 19:05:00,2485,-47
