номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-29 04:10:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-29 04:10:00,2470,-69
2025-06-29 04:15:00,2485,-55
2025-06-29 04:20:00,2500,-51
2025-06-29 04:25:00,2495,-36
2025-06-29 04:30:00,2500,-59
2025-06-29 04:35:00,2475,-36
2025-06-29 04:40:00,2410,-74
2025-06-29 04:45:00,2475,-68
2025-06-29 04:50:00,2415,-73
2025-06-29 04:55:00,2470,-57
2025-06-29 05:00:00,2435,-50
2025-06-29 05:05:00,2485,-62
2025-06-29 05:10:00,2470,-61
2025-06-29 05:15:00,2450,-69
2025-06-29 05:20:00,2495,-71
2025-06-29 05:25:00,2480,-40
2025-06-29 05:30:00,2495,-38
2025-06-29 05:35:00,2500,-46
2025-06-29 05:40:00,2400,-60
2025-06-29 05:45:00,2460,-39
2025-06-29 05:50:00,2420,-67
2025-06-29 05:55:00,2440,-41
2025-06-29 06:00:00,2475,-71
2025-06-29 06:05:00,2400,-39
