номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 09:50:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-02 09:50:00,2450,-58
2025-07-02 09:55:00,2455,-41
2025-07-02 10:00:00,2480,-57
2025-07-02 10:05:00,2410,-68
2025-07-02 10:10:00,2465,-56
2025-07-02 10:15:00,2470,-63
2025-07-02 10:20:00,2425,-65
2025-07-02 10:25:00,2400,-63
2025-07-02 10:30:00,2445,-47
2025-07-02 10:35:00,2455,-43
2025-07-02 10:40:00,2465,-72
2025-07-02 10:45:00,2490,-45
2025-07-02 10:50:00,2430,-38
2025-07-02 10:55:00,2460,-61
2025-07-02 11:00:00,2455,-38
2025-07-02 11:05:00,2425,-53
2025-07-02 11:10:00,2450,-60
2025-07-02 11:15:00,2480,-44
2025-07-02 11:20:00,2445,-52
2025-07-02 11:25:00,2455,-64
2025-07-02 11:30:00,2450,-68
2025-07-02 11:35:00,2405,-70
2025-07-02 11:40:00,2435,-55
2025-07-02 11:45:00,2485,-38
