номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 16:00:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-02 16:00:00,2605,-49
2025-07-02 16:05:00,2655,-51
2025-07-02 16:10:00,2610,-43
2025-07-02 16:15:00,2670,-44
2025-07-02 16:20:00,2605,-72
2025-07-02 16:25:00,2680,-63
2025-07-02 16:30:00,2610,-42
2025-07-02 16:35:00,2700,-63
2025-07-02 16:40:00,2680,-69
2025-07-02 16:45:00,2660,-39
2025-07-02 16:50:00,2685,-37
2025-07-02 16:55:00,2690,-52
2025-07-02 17:00:00,2680,-62
2025-07-02 17:05:00,2680,-65
2025-07-02 17:10:00,2610,-64
2025-07-02 17:15:00,2690,-45
2025-07-02 17:20:00,2640,-50
2025-07-02 17:25:00,2615,-58
2025-07-02 17:30:00,2675,-68
2025-07-02 17:35:00,2660,-58
2025-07-02 17:40:00,2685,-73
2025-07-02 17:45:00,2610,-40
2025-07-02 17:50:00,2615,-39
2025-07-02 17:55:00,2695,-51
