номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-03 05:40:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-07-03 05:40:00,2435,-61
2025-07-03 05:45:00,2490,-60
2025-07-03 05:50:00,2455,-57
2025-07-03 05:55:00,2430,-36
2025-07-03 06:00:00,2475,-52
2025-07-03 06:05:00,2440,-63
2025-07-03 06:10:00,2420,-49
2025-07-03 06:15:00,2420,-72
2025-07-03 06:20:00,2420,-44
2025-07-03 06:25:00,2440,-42
2025-07-03 06:30:00,2500,-39
2025-07-03 06:35:00,2450,-35
2025-07-03 06:40:00,2410,-64
2025-07-03 06:45:00,2465,-40
2025-07-03 06:50:00,2495,-59
2025-07-03 06:55:00,2490,-75
2025-07-03 07:00:00,2460,-35
2025-07-03 07:05:00,2465,-42
2025-07-03 07:10:00,2455,-61
2025-07-03 07:15:00,2430,-45
2025-07-03 07:20:00,2460,-60
2025-07-03 07:25:00,2415,-52
2025-07-03 07:30:00,2410,-55
2025-07-03 07:35:00,2440,-72
