номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 22:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 22:10:00,2700,-75
2025-07-01 22:15:00,2670,-68
2025-07-01 22:20:00,2645,-70
2025-07-01 22:25:00,2645,-51
2025-07-01 22:30:00,2665,-47
2025-07-01 22:35:00,2630,-47
2025-07-01 22:40:00,2700,-74
2025-07-01 22:45:00,2685,-38
2025-07-01 22:50:00,2690,-38
2025-07-01 22:55:00,2665,-70
2025-07-01 23:00:00,2610,-38
2025-07-01 23:05:00,2660,-68
2025-07-01 23:10:00,2640,-41
2025-07-01 23:15:00,2650,-51
2025-07-01 23:20:00,2690,-36
2025-07-01 23:25:00,2615,-70
2025-07-01 23:30:00,2680,-65
2025-07-01 23:35:00,2660,-75
2025-07-01 23:40:00,2605,-48
2025-07-01 23:45:00,2610,-50
2025-07-01 23:50:00,2625,-59
2025-07-01 23:55:00,2630,-40
2025-07-02 00:00:00,2635,-46
2025-07-02 00:05:00,2605,-36
