номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-01 17:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-01 17:10:00,2650,-41
2025-07-01 17:15:00,2685,-66
2025-07-01 17:20:00,2635,-62
2025-07-01 17:25:00,2635,-73
2025-07-01 17:30:00,2650,-62
2025-07-01 17:35:00,2600,-54
2025-07-01 17:40:00,2650,-51
2025-07-01 17:45:00,2630,-51
2025-07-01 17:50:00,2665,-40
2025-07-01 17:55:00,2625,-51
2025-07-01 18:00:00,2620,-65
2025-07-01 18:05:00,2650,-73
2025-07-01 18:10:00,2640,-62
2025-07-01 18:15:00,2675,-40
2025-07-01 18:20:00,2700,-64
2025-07-01 18:25:00,2650,-72
2025-07-01 18:30:00,2610,-73
2025-07-01 18:35:00,2700,-47
2025-07-01 18:40:00,2600,-40
2025-07-01 18:45:00,2675,-42
2025-07-01 18:50:00,2670,-46
2025-07-01 18:55:00,2600,-41
2025-07-01 19:00:00,2630,-38
2025-07-01 19:05:00,2680,-36
