номер поста,101
частота анализа,2400 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-26 09:50:00

Результаты анализа поста 101
Время,Частота,Мощность
2025-06-26 09:50:00,2445,-38
2025-06-26 09:55:00,2490,-43
2025-06-26 10:00:00,2410,-69
2025-06-26 10:05:00,2500,-73
2025-06-26 10:10:00,2485,-67
2025-06-26 10:15:00,2490,-66
2025-06-26 10:20:00,2490,-62
2025-06-26 10:25:00,2465,-53
2025-06-26 10:30:00,2430,-48
2025-06-26 10:35:00,2435,-48
2025-06-26 10:40:00,2450,-40
2025-06-26 10:45:00,2480,-35
2025-06-26 10:50:00,2435,-69
2025-06-26 10:55:00,2430,-74
2025-06-26 11:00:00,2440,-39
2025-06-26 11:05:00,2455,-49
2025-06-26 11:10:00,2485,-75
2025-06-26 11:15:00,2420,-66
2025-06-26 11:20:00,2445,-51
2025-06-26 11:25:00,2455,-65
2025-06-26 11:30:00,2415,-65
2025-06-26 11:35:00,2500,-72
2025-06-26 11:40:00,2450,-52
2025-06-26 11:45:00,2415,-60
