номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-02 07:10:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-02 07:10:00,2625,-48
2025-07-02 07:15:00,2670,-54
2025-07-02 07:20:00,2625,-55
2025-07-02 07:25:00,2610,-63
2025-07-02 07:30:00,2610,-43
2025-07-02 07:35:00,2640,-66
2025-07-02 07:40:00,2640,-44
2025-07-02 07:45:00,2600,-52
2025-07-02 07:50:00,2605,-48
2025-07-02 07:55:00,2665,-65
2025-07-02 08:00:00,2600,-39
2025-07-02 08:05:00,2630,-69
2025-07-02 08:10:00,2650,-43
2025-07-02 08:15:00,2675,-63
2025-07-02 08:20:00,2675,-70
2025-07-02 08:25:00,2675,-72
2025-07-02 08:30:00,2670,-40
2025-07-02 08:35:00,2685,-36
2025-07-02 08:40:00,2610,-71
2025-07-02 08:45:00,2690,-59
2025-07-02 08:50:00,2680,-47
2025-07-02 08:55:00,2645,-52
2025-07-02 09:00:00,2620,-61
2025-07-02 09:05:00,2650,-67
