номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-06-27 17:50:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-06-27 17:50:00,2660,-63
2025-06-27 17:55:00,2635,-47
2025-06-27 18:00:00,2690,-69
2025-06-27 18:05:00,2625,-64
2025-06-27 18:10:00,2655,-45
2025-06-27 18:15:00,2650,-38
2025-06-27 18:20:00,2680,-70
2025-06-27 18:25:00,2630,-68
2025-06-27 18:30:00,2650,-60
2025-06-27 18:35:00,2680,-58
2025-06-27 18:40:00,2630,-39
2025-06-27 18:45:00,2635,-61
2025-06-27 18:50:00,2695,-53
2025-06-27 18:55:00,2615,-60
2025-06-27 19:00:00,2615,-37
2025-06-27 19:05:00,2615,-51
2025-06-27 19:10:00,2650,-36
2025-06-27 19:15:00,2660,-69
2025-06-27 19:20:00,2690,-66
2025-06-27 19:25:00,2690,-47
2025-06-27 19:30:00,2605,-63
2025-06-27 19:35:00,2650,-74
2025-06-27 19:40:00,2655,-57
2025-06-27 19:45:00,2655,-64
