номер поста,303
частота анализа,2600 МГц
полоса анализа,20 МГц
длительность буфера анализа,3600
время начала анализа,2025-07-04 05:30:00

Результаты анализа поста 303
Время,Частота,Мощность
2025-07-04 05:30:00,2630,-63
2025-07-04 05:35:00,2630,-71
2025-07-04 05:40:00,2665,-36
2025-07-04 05:45:00,2650,-49
2025-07-04 05:50:00,2675,-64
2025-07-04 05:55:00,2670,-64
2025-07-04 06:00:00,2680,-75
2025-07-04 06:05:00,2625,-56
2025-07-04 06:10:00,2650,-73
2025-07-04 06:15:00,2690,-40
2025-07-04 06:20:00,2645,-70
2025-07-04 06:25:00,2635,-75
2025-07-04 06:30:00,2685,-41
2025-07-04 06:35:00,2700,-55
2025-07-04 06:40:00,2610,-61
2025-07-04 06:45:00,2630,-56
2025-07-04 06:50:00,2670,-36
2025-07-04 06:55:00,2700,-50
2025-07-04 07:00:00,2645,-68
2025-07-04 07:05:00,2640,-46
2025-07-04 07:10:00,2610,-53
2025-07-04 07:15:00,2650,-35
2025-07-04 07:20:00,2615,-67
2025-07-04 07:25:00,2620,-45
